age,yearsmarried,children,religiousness_5,education,occupation_grade6,occupation_husb_grade6,rating_5,yrs_per_age,rate_x_yrs,weight,gender_male,gender_female,target
56.0,34.0,1.0,4.0,12.0,2.0,4.0,5.0,0.6071428571428571,170.0,0.660460833,1.0,0.0,0.0
43.0,21.0,3.0,2.0,11.0,1.0,2.0,5.0,0.4883720930232558,105.0,0.636859341,0.0,1.0,0.0
39.0,16.0,2.0,4.0,10.0,1.0,1.0,3.0,0.4102564102564102,48.0,0.960868015,0.0,1.0,0.0
65.0,45.0,7.0,5.0,16.0,2.0,1.0,5.0,0.6923076923076923,225.0,1.359023683,1.0,0.0,0.0
64.0,44.0,2.0,5.0,10.0,1.0,1.0,5.0,0.6875,90.0,0.852488347,0.0,1.0,0.0
50.0,23.0,1.0,4.0,12.0,2.0,1.0,5.0,0.46,90.0,0.598779353,1.0,0.0,0.0
36.0,16.0,4.0,2.0,13.0,4.0,1.0,5.0,0.4444444444444444,90.0,0.382781014,0.0,1.0,0.0
24.0,4.0,3.0,3.0,12.0,1.0,1.0,5.0,0.1666666666666666,90.0,0.523961181,0.0,1.0,0.0
37.0,14.0,1.0,2.0,14.0,3.0,1.0,5.0,0.3783783783783784,90.0,0.411015552,1.0,0.0,1.0
65.0,43.0,3.0,4.0,12.0,4.0,1.0,5.0,0.6615384615384615,90.0,1.254423735,0.0,1.0,0.0
47.0,20.0,3.0,1.0,12.0,1.0,1.0,5.0,0.425531914893617,90.0,0.406601219,0.0,1.0,0.0
58.0,31.0,0.0,4.0,13.0,1.0,1.0,5.0,0.5344827586206896,90.0,0.917142821,1.0,0.0,0.0
71.0,52.0,4.0,4.0,12.0,4.0,1.0,5.0,0.7323943661971831,90.0,4.404145117,0.0,1.0,0.0
25.0,3.0,2.0,5.0,13.0,3.0,4.0,5.0,0.12,15.0,0.622425159,0.0,1.0,0.0
48.0,27.0,2.0,5.0,19.0,3.0,3.0,5.0,0.5625,90.0,0.627738541,1.0,0.0,0.0
84.0,62.0,2.0,4.0,13.0,4.0,1.0,5.0,0.7380952380952381,90.0,0.971858147,1.0,0.0,0.0
55.0,34.0,3.0,1.0,14.0,6.0,1.0,5.0,0.6181818181818182,90.0,0.392703123,0.0,1.0,0.0
46.0,25.0,2.0,3.0,16.0,6.0,3.0,5.0,0.5434782608695652,90.0,0.58461631,0.0,1.0,0.0
44.0,17.0,3.0,5.0,12.0,1.0,1.0,5.0,0.3863636363636363,90.0,0.406601219,0.0,1.0,0.0
43.0,23.0,2.0,1.0,9.0,4.0,1.0,5.0,0.5348837209302325,90.0,0.524264926,0.0,1.0,0.0
22.0,1.0,1.0,4.0,14.0,1.0,3.0,5.0,0.0454545454545454,5.0,1.872790055,0.0,1.0,0.0
36.0,16.0,2.0,2.0,12.0,1.0,1.0,5.0,0.4444444444444444,90.0,0.874771916,1.0,0.0,1.0
48.0,25.0,2.0,1.0,12.0,5.0,1.0,3.0,0.5208333333333334,75.0,0.685884989,0.0,1.0,0.0
39.0,20.0,4.0,2.0,13.0,3.0,1.0,5.0,0.5128205128205128,90.0,0.407339916,0.0,1.0,0.0
25.0,2.0,1.0,2.0,13.0,1.0,1.0,5.0,0.08,90.0,1.106944308,0.0,1.0,0.0
31.0,11.0,4.0,4.0,14.0,2.0,2.0,5.0,0.3548387096774194,90.0,1.374262157,0.0,1.0,0.0
29.0,7.0,0.0,4.0,12.0,2.0,2.0,3.0,0.2413793103448276,21.0,1.231100512,0.0,1.0,0.0
43.0,16.0,3.0,1.0,12.0,5.0,1.0,5.0,0.3720930232558139,90.0,0.648335269,1.0,0.0,0.0
44.0,22.0,2.0,4.0,15.0,4.0,4.0,5.0,0.5,90.0,1.093659853,1.0,0.0,1.0
41.0,20.0,0.0,3.0,12.0,3.0,1.0,5.0,0.4878048780487805,90.0,1.296670539,1.0,0.0,0.0
33.0,13.0,1.0,4.0,12.0,4.0,1.0,5.0,0.3939393939393939,90.0,1.020381784,0.0,1.0,0.0
44.0,22.0,2.0,4.0,12.0,5.0,3.0,3.0,0.5,66.0,3.045608466,0.0,1.0,0.0
52.0,32.0,0.0,2.0,12.0,6.0,2.0,5.0,0.6153846153846154,160.0,1.957789289,0.0,1.0,0.0
75.0,52.0,0.0,3.0,13.0,2.0,1.0,5.0,0.6933333333333334,90.0,1.027348104,0.0,1.0,0.0
61.0,41.0,2.0,3.0,12.0,3.0,1.0,5.0,0.6721311475409836,90.0,0.626174426,1.0,0.0,1.0
66.0,44.0,2.0,5.0,15.0,1.0,1.0,5.0,0.6666666666666666,220.0,2.425122788,0.0,1.0,0.0
42.0,19.0,2.0,2.0,12.0,1.0,1.0,5.0,0.4523809523809524,90.0,0.603798155,0.0,1.0,0.0
51.0,32.0,2.0,1.0,12.0,5.0,2.0,5.0,0.6274509803921569,90.0,1.056277304,1.0,0.0,0.0
56.0,36.0,1.0,2.0,14.0,5.0,1.0,5.0,0.6428571428571429,90.0,3.487523344,0.0,1.0,1.0
33.0,13.0,2.0,1.0,11.0,3.0,2.0,3.0,0.3939393939393939,39.0,1.648323776,1.0,0.0,0.0
40.0,16.0,3.0,3.0,12.0,3.0,3.0,5.0,0.4,90.0,1.018531356,0.0,1.0,1.0
69.0,49.0,2.0,4.0,12.0,5.0,3.0,5.0,0.7101449275362319,245.0,1.344058334,0.0,1.0,0.0
35.0,13.0,1.0,1.0,12.0,3.0,1.0,5.0,0.3714285714285714,90.0,1.299026279,1.0,0.0,0.0
53.0,31.0,3.0,4.0,12.0,3.0,3.0,3.0,0.5849056603773585,93.0,0.983716785,0.0,1.0,0.0
47.0,23.0,2.0,4.0,12.0,4.0,1.0,5.0,0.4893617021276595,90.0,2.02707711,0.0,1.0,0.0
75.0,52.0,2.0,3.0,12.0,4.0,3.0,5.0,0.6933333333333334,90.0,0.94082427,0.0,1.0,0.0
49.0,30.0,3.0,2.0,16.0,5.0,4.0,5.0,0.6122448979591837,90.0,0.300000475,0.0,1.0,1.0
56.0,34.0,6.0,2.0,8.0,1.0,1.0,5.0,0.6071428571428571,90.0,1.922817101,0.0,1.0,0.0
73.0,54.0,2.0,3.0,10.0,1.0,1.0,5.0,0.7397260273972602,90.0,0.691199068,1.0,0.0,0.0
57.0,36.0,2.0,1.0,12.0,1.0,1.0,5.0,0.631578947368421,90.0,0.688589627,0.0,1.0,0.0
36.0,9.0,3.0,2.0,12.0,1.0,1.0,3.0,0.25,27.0,0.69531357,1.0,0.0,0.0
26.0,7.0,0.0,2.0,12.0,1.0,1.0,5.0,0.2692307692307692,90.0,0.791213558,0.0,1.0,0.0
51.0,29.0,2.0,4.0,12.0,5.0,3.0,5.0,0.5686274509803921,145.0,0.688589627,0.0,1.0,0.0
39.0,18.0,2.0,4.0,12.0,4.0,1.0,1.0,0.4615384615384615,18.0,0.319676237,0.0,1.0,0.0
76.0,56.0,0.0,4.0,18.0,6.0,2.0,5.0,0.7368421052631579,90.0,0.727022563,0.0,1.0,0.0
62.0,42.0,2.0,5.0,18.0,6.0,2.0,5.0,0.6774193548387096,90.0,0.586921616,0.0,1.0,0.0
53.0,34.0,2.0,4.0,18.0,6.0,3.0,5.0,0.6415094339622641,90.0,0.586921616,0.0,1.0,0.0
61.0,38.0,3.0,4.0,12.0,3.0,4.0,3.0,0.6229508196721312,114.0,0.670329127,1.0,0.0,1.0
28.0,7.0,0.0,3.0,16.0,4.0,4.0,5.0,0.25,90.0,0.674393459,0.0,1.0,0.0
69.0,47.0,6.0,2.0,8.0,1.0,1.0,5.0,0.6811594202898551,90.0,1.302562305,1.0,0.0,1.0
42.0,22.0,1.0,1.0,14.0,2.0,4.0,5.0,0.5238095238095238,110.0,0.765548419,1.0,0.0,0.0
74.0,51.0,1.0,5.0,8.0,4.0,1.0,5.0,0.6891891891891891,90.0,1.302562305,1.0,0.0,0.0
67.0,48.0,0.0,1.0,13.0,2.0,1.0,5.0,0.7164179104477612,90.0,2.306751415,1.0,0.0,0.0
52.0,31.0,2.0,3.0,12.0,3.0,4.0,5.0,0.5961538461538461,90.0,0.739381095,1.0,0.0,1.0
66.0,46.0,3.0,1.0,12.0,5.0,1.0,5.0,0.696969696969697,90.0,0.591290999,1.0,0.0,0.0
77.0,58.0,2.0,1.0,16.0,2.0,1.0,5.0,0.7532467532467533,90.0,0.550672516,0.0,1.0,0.0
52.0,30.0,1.0,4.0,15.0,6.0,4.0,5.0,0.5769230769230769,90.0,0.588844598,1.0,0.0,0.0
72.0,51.0,5.0,5.0,14.0,4.0,3.0,5.0,0.7083333333333334,90.0,0.80454202,1.0,0.0,1.0
49.0,30.0,2.0,5.0,15.0,2.0,1.0,5.0,0.6122448979591837,90.0,0.722856999,1.0,0.0,1.0
79.0,59.0,2.0,5.0,16.0,6.0,2.0,5.0,0.7468354430379747,90.0,0.638646438,0.0,1.0,0.0
37.0,15.0,2.0,1.0,9.0,1.0,2.0,3.0,0.4054054054054054,45.0,0.568833865,0.0,1.0,1.0
34.0,15.0,3.0,1.0,13.0,1.0,1.0,5.0,0.4411764705882353,90.0,0.674423691,0.0,1.0,0.0
25.0,4.0,0.0,3.0,16.0,6.0,3.0,5.0,0.16,20.0,0.439190179,0.0,1.0,0.0
35.0,15.0,2.0,2.0,15.0,3.0,1.0,5.0,0.4285714285714285,90.0,0.674423691,0.0,1.0,0.0
28.0,7.0,0.0,5.0,13.0,3.0,2.0,5.0,0.25,90.0,0.676603033,1.0,0.0,0.0
49.0,29.0,3.0,3.0,14.0,6.0,1.0,5.0,0.5918367346938775,90.0,0.336600323,0.0,1.0,0.0
49.0,25.0,2.0,1.0,14.0,6.0,4.0,5.0,0.5102040816326531,90.0,0.51966641,1.0,0.0,1.0
42.0,19.0,2.0,4.0,14.0,5.0,3.0,5.0,0.4523809523809524,90.0,0.567802304,0.0,1.0,0.0
40.0,20.0,2.0,3.0,13.0,2.0,2.0,5.0,0.5,90.0,0.567802304,0.0,1.0,0.0
26.0,4.0,0.0,1.0,16.0,5.0,2.0,5.0,0.1538461538461538,20.0,0.878380358,0.0,1.0,0.0
46.0,24.0,0.0,2.0,16.0,5.0,3.0,5.0,0.5217391304347826,120.0,0.51966641,1.0,0.0,0.0
59.0,36.0,1.0,2.0,13.0,2.0,3.0,5.0,0.6101694915254238,180.0,1.09678834,0.0,1.0,0.0
49.0,26.0,3.0,1.0,10.0,4.0,1.0,5.0,0.5306122448979592,90.0,0.466019964,1.0,0.0,0.0
35.0,13.0,2.0,4.0,13.0,4.0,2.0,5.0,0.3714285714285714,65.0,0.568833865,0.0,1.0,0.0
54.0,31.0,4.0,1.0,13.0,3.0,1.0,5.0,0.5740740740740741,90.0,0.349074459,1.0,0.0,0.0
40.0,21.0,3.0,1.0,12.0,4.0,1.0,5.0,0.525,90.0,0.851703456,0.0,1.0,0.0
55.0,34.0,2.0,1.0,13.0,2.0,2.0,5.0,0.6181818181818182,170.0,0.54839417,0.0,1.0,0.0
36.0,9.0,2.0,2.0,14.0,1.0,1.0,5.0,0.25,90.0,1.407555497,1.0,0.0,0.0
48.0,28.0,1.0,4.0,14.0,2.0,1.0,5.0,0.5833333333333334,90.0,0.830372076,1.0,0.0,1.0
56.0,34.0,6.0,3.0,16.0,3.0,1.0,5.0,0.6071428571428571,90.0,0.341788974,1.0,0.0,1.0
36.0,16.0,4.0,1.0,13.0,4.0,1.0,5.0,0.4444444444444444,90.0,0.427271002,0.0,1.0,1.0
19.0,26.0,1.0,3.0,13.0,4.0,3.0,3.0,0.54,90.0,0.399205647,0.0,1.0,0.0
61.0,34.0,2.0,4.0,13.0,6.0,1.0,5.0,0.5573770491803278,90.0,0.376997352,1.0,0.0,0.0
25.0,2.0,1.0,1.0,14.0,4.0,4.0,5.0,0.08,90.0,0.652880336,0.0,1.0,0.0
60.0,33.0,3.0,2.0,15.0,4.0,1.0,5.0,0.55,90.0,0.411918033,0.0,1.0,1.0
22.0,1.0,0.0,4.0,15.0,1.0,4.0,5.0,0.0454545454545454,5.0,0.652880336,0.0,1.0,0.0
24.0,5.0,1.0,5.0,17.0,6.0,1.0,5.0,0.2083333333333333,25.0,1.494573057,1.0,0.0,0.0
42.0,20.0,3.0,4.0,11.0,1.0,2.0,3.0,0.4761904761904761,60.0,1.079167871,0.0,1.0,0.0
47.0,24.0,4.0,4.0,12.0,5.0,4.0,5.0,0.5106382978723404,90.0,0.944710402,1.0,0.0,1.0
62.0,42.0,2.0,5.0,13.0,5.0,4.0,5.0,0.6774193548387096,210.0,0.694853783,0.0,1.0,0.0
40.0,20.0,2.0,3.0,17.0,6.0,2.0,3.0,0.5,60.0,0.613221505,0.0,1.0,0.0
36.0,15.0,2.0,4.0,16.0,6.0,3.0,5.0,0.4166666666666667,75.0,0.8066899,1.0,0.0,0.0
62.0,39.0,1.0,3.0,12.0,6.0,2.0,5.0,0.6290322580645161,90.0,0.962018492,1.0,0.0,0.0
67.0,45.0,4.0,1.0,18.0,4.0,3.0,3.0,0.6716417910447762,135.0,0.868898321,1.0,0.0,0.0
60.0,40.0,3.0,5.0,13.0,3.0,1.0,5.0,0.6666666666666666,200.0,1.769898916,1.0,0.0,0.0
42.0,19.0,2.0,5.0,17.0,6.0,2.0,5.0,0.4523809523809524,90.0,0.805226995,1.0,0.0,0.0
53.0,34.0,2.0,5.0,16.0,3.0,1.0,5.0,0.6415094339622641,170.0,0.777703413,1.0,0.0,0.0
46.0,26.0,5.0,4.0,15.0,1.0,1.0,5.0,0.5652173913043478,90.0,0.705365343,1.0,0.0,0.0
51.0,32.0,5.0,5.0,12.0,5.0,2.0,5.0,0.6274509803921569,90.0,0.754989536,1.0,0.0,0.0
39.0,17.0,3.0,4.0,16.0,6.0,1.0,5.0,0.4358974358974359,90.0,0.621649101,0.0,1.0,0.0
62.0,42.0,4.0,2.0,11.0,4.0,1.0,5.0,0.6774193548387096,90.0,0.421725605,0.0,1.0,1.0
75.0,54.0,6.0,5.0,17.0,3.0,1.0,5.0,0.72,270.0,0.879242348,1.0,0.0,0.0
63.0,42.0,4.0,2.0,13.0,3.0,3.0,3.0,0.6666666666666666,126.0,0.754989536,1.0,0.0,1.0
55.0,34.0,4.0,5.0,14.0,4.0,2.0,5.0,0.6181818181818182,170.0,0.703125852,0.0,1.0,0.0
65.0,45.0,4.0,5.0,13.0,6.0,4.0,5.0,0.6923076923076923,225.0,0.879242348,1.0,0.0,0.0
46.0,23.0,6.0,2.0,16.0,5.0,4.0,5.0,0.5,115.0,0.728010072,0.0,1.0,0.0
34.0,14.0,5.0,5.0,19.0,4.0,1.0,5.0,0.4117647058823529,90.0,1.342858835,1.0,0.0,0.0
31.0,9.0,4.0,4.0,11.0,3.0,3.0,5.0,0.2903225806451613,90.0,0.94038958,0.0,1.0,0.0
64.0,37.0,7.0,4.0,8.0,6.0,2.0,5.0,0.578125,185.0,0.906598912,0.0,1.0,0.0
49.0,27.0,2.0,2.0,12.0,4.0,1.0,5.0,0.5510204081632653,90.0,0.863146992,0.0,1.0,0.0
71.0,50.5,3.0,2.0,12.0,1.0,1.0,5.0,0.7112676056338029,90.0,0.576206305,0.0,1.0,0.0
30.0,7.0,3.0,5.0,14.0,3.0,4.0,5.0,0.2333333333333333,90.0,0.368956538,0.0,1.0,0.0
25.0,26.0,0.0,5.0,15.0,1.0,2.0,5.0,0.54,90.0,0.709383519,1.0,0.0,0.0
41.0,19.0,4.0,1.0,15.0,2.0,1.0,5.0,0.4634146341463415,90.0,0.468858893,1.0,0.0,0.0
52.0,28.0,4.0,3.0,13.0,6.0,2.0,5.0,0.5384615384615384,90.0,1.136925419,1.0,0.0,0.0
49.0,26.0,2.0,3.0,16.0,4.0,3.0,5.0,0.5306122448979592,90.0,0.666292436,1.0,0.0,0.0
65.0,42.0,1.0,4.0,10.0,2.0,1.0,5.0,0.6461538461538462,90.0,1.754454729,1.0,0.0,0.0
81.0,54.0,4.0,2.0,12.0,1.0,3.0,5.0,0.6666666666666666,90.0,1.239136603,0.0,1.0,0.0
52.0,29.0,2.0,2.0,12.0,1.0,1.0,5.0,0.5576923076923077,90.0,0.582227266,1.0,0.0,1.0
70.0,51.0,0.0,5.0,12.0,3.0,1.0,5.0,0.7285714285714285,90.0,1.330537295,1.0,0.0,0.0
50.0,27.0,1.0,1.0,17.0,2.0,1.0,5.0,0.54,90.0,0.582227266,1.0,0.0,1.0
33.0,10.0,5.0,2.0,12.0,2.0,2.0,5.0,0.303030303030303,50.0,1.010116886,1.0,0.0,1.0
35.0,12.0,2.0,1.0,12.0,4.0,2.0,5.0,0.3428571428571428,90.0,0.940727337,0.0,1.0,0.0
72.0,52.0,4.0,5.0,12.0,1.0,1.0,5.0,0.7222222222222222,90.0,0.740854136,0.0,1.0,0.0
34.0,10.0,5.0,4.0,9.0,1.0,2.0,5.0,0.2941176470588235,90.0,1.176494319,0.0,1.0,0.0
23.0,26.0,1.0,1.0,12.0,2.0,1.0,5.0,0.54,90.0,1.51979668,0.0,1.0,0.0
65.0,46.0,3.0,4.0,11.0,3.0,2.0,5.0,0.7076923076923077,90.0,1.990848613,0.0,1.0,0.0
60.0,38.0,2.0,5.0,16.0,3.0,4.0,5.0,0.6333333333333333,190.0,0.832755888,0.0,1.0,0.0
48.0,26.0,2.0,1.0,19.0,6.0,1.0,5.0,0.5416666666666666,90.0,0.439446663,1.0,0.0,0.0
34.0,11.0,4.0,1.0,16.0,4.0,1.0,5.0,0.3235294117647059,90.0,1.168607894,0.0,1.0,0.0
62.0,42.0,3.0,1.0,13.0,4.0,1.0,5.0,0.6774193548387096,90.0,0.937484581,1.0,0.0,0.0
51.0,31.0,4.0,4.0,14.0,5.0,4.0,5.0,0.6078431372549019,90.0,0.736391714,0.0,1.0,0.0
27.0,4.0,1.0,1.0,12.0,2.0,1.0,5.0,0.1481481481481481,90.0,0.870297611,1.0,0.0,0.0
40.0,18.0,2.0,2.0,19.0,5.0,2.0,5.0,0.45,90.0,0.697815658,1.0,0.0,0.0
49.0,27.0,1.0,2.0,12.0,1.0,3.0,5.0,0.5510204081632653,135.0,1.232348422,1.0,0.0,0.0
60.0,38.0,0.0,2.0,16.0,3.0,3.0,5.0,0.6333333333333333,90.0,1.013930877,1.0,0.0,0.0
49.0,26.0,2.0,3.0,14.0,6.0,2.0,5.0,0.54,90.0,1.541700088,1.0,0.0,1.0
55.0,35.0,2.0,2.0,14.0,5.0,2.0,5.0,0.6363636363636364,90.0,0.750032187,1.0,0.0,0.0
50.0,27.0,0.0,2.0,14.0,2.0,1.0,5.0,0.54,90.0,0.750032187,1.0,0.0,0.0
51.0,31.0,6.0,3.0,13.0,2.0,1.0,5.0,0.6078431372549019,90.0,1.954679325,1.0,0.0,1.0
82.0,59.0,4.0,5.0,16.0,6.0,1.0,5.0,0.7195121951219512,90.0,0.524440722,0.0,1.0,0.0
61.0,38.0,0.0,4.0,16.0,4.0,4.0,5.0,0.6229508196721312,90.0,0.61902304,0.0,1.0,0.0
69.0,46.0,3.0,2.0,16.0,6.0,1.0,5.0,0.6666666666666666,90.0,1.002772058,0.0,1.0,1.0
60.0,39.0,3.0,1.0,16.0,6.0,4.0,5.0,0.65,90.0,0.435561843,1.0,0.0,1.0
46.0,24.0,2.0,5.0,16.0,4.0,2.0,5.0,0.5217391304347826,90.0,0.876924465,0.0,1.0,0.0
34.0,14.0,2.0,3.0,16.0,5.0,4.0,5.0,0.4117647058823529,90.0,0.628878992,1.0,0.0,0.0
40.0,21.0,1.0,3.0,12.0,5.0,1.0,5.0,0.525,90.0,0.433946809,1.0,0.0,0.0
76.0,56.0,2.0,2.0,12.0,1.0,1.0,5.0,0.7368421052631579,90.0,1.934413711,0.0,1.0,0.0
53.0,33.0,4.0,2.0,13.0,5.0,4.0,5.0,0.6226415094339622,90.0,1.194136441,0.0,1.0,0.0
38.0,15.0,2.0,4.0,13.0,4.0,3.0,5.0,0.3947368421052631,90.0,0.599338151,0.0,1.0,0.0
50.0,23.0,0.0,1.0,12.0,1.0,3.0,5.0,0.46,90.0,0.637322954,0.0,1.0,0.0
57.0,35.0,4.0,2.0,12.0,4.0,1.0,5.0,0.6140350877192983,90.0,0.610797673,1.0,0.0,1.0
32.0,13.0,1.0,2.0,17.0,2.0,2.0,5.0,0.40625,90.0,0.848368185,0.0,1.0,0.0
47.0,28.0,1.0,3.0,12.0,3.0,3.0,5.0,0.5957446808510638,90.0,1.335102715,0.0,1.0,1.0
63.0,41.0,2.0,5.0,11.0,2.0,2.0,5.0,0.6507936507936508,90.0,1.087826868,1.0,0.0,0.0
57.0,34.0,3.0,3.0,16.0,5.0,4.0,5.0,0.5964912280701754,170.0,0.885737035,1.0,0.0,0.0
48.0,25.0,3.0,2.0,16.0,3.0,1.0,5.0,0.5208333333333334,90.0,0.373090717,0.0,1.0,0.0
61.0,41.0,1.0,1.0,18.0,5.0,1.0,5.0,0.6721311475409836,90.0,1.351951448,1.0,0.0,1.0
55.0,35.0,3.0,4.0,16.0,6.0,3.0,5.0,0.6363636363636364,90.0,1.845673929,0.0,1.0,0.0
35.0,8.0,1.0,1.0,12.0,5.0,4.0,5.0,0.2285714285714285,90.0,0.549583106,1.0,0.0,1.0
47.0,25.0,4.0,2.0,13.0,1.0,2.0,5.0,0.5319148936170213,90.0,1.123498448,0.0,1.0,0.0
34.0,13.0,0.0,2.0,14.0,4.0,1.0,5.0,0.3823529411764705,90.0,0.413680853,0.0,1.0,0.0
61.0,41.0,3.0,2.0,15.0,4.0,1.0,5.0,0.6721311475409836,90.0,0.409534534,0.0,1.0,0.0
67.0,45.0,1.0,5.0,8.0,1.0,3.0,5.0,0.6716417910447762,90.0,1.203513074,0.0,1.0,0.0
45.0,23.0,4.0,1.0,13.0,3.0,4.0,5.0,0.5111111111111111,90.0,0.802177883,1.0,0.0,0.0
33.0,6.0,0.0,1.0,12.0,3.0,1.0,5.0,0.1818181818181818,90.0,0.803635248,1.0,0.0,0.0
27.0,0.0,1.0,2.0,14.0,2.0,4.0,5.0,0.0,0.0,0.333002218,1.0,0.0,1.0
60.0,40.0,4.0,5.0,14.0,4.0,1.0,5.0,0.6666666666666666,90.0,0.553201355,0.0,1.0,0.0
74.0,54.0,4.0,5.0,16.0,5.0,2.0,5.0,0.7297297297297297,90.0,0.806279206,1.0,0.0,0.0
71.0,52.0,3.0,1.0,12.0,2.0,1.0,5.0,0.7323943661971831,90.0,0.560767982,1.0,0.0,0.0
44.0,25.0,3.0,2.0,16.0,6.0,4.0,3.0,0.5681818181818182,75.0,0.751930275,0.0,1.0,0.0
85.0,65.0,2.0,1.0,16.0,6.0,1.0,5.0,0.7647058823529411,90.0,0.582455428,1.0,0.0,0.0
66.0,43.0,3.0,3.0,16.0,5.0,4.0,5.0,0.6515151515151515,90.0,0.950257636,1.0,0.0,0.0
66.0,39.0,3.0,5.0,12.0,2.0,1.0,5.0,0.5909090909090909,90.0,0.624921277,0.0,1.0,0.0
55.0,33.0,2.0,4.0,16.0,6.0,4.0,5.0,0.6,90.0,0.714961119,1.0,0.0,0.0
47.0,25.0,2.0,3.0,14.0,1.0,3.0,5.0,0.5319148936170213,90.0,1.176216363,1.0,0.0,0.0
66.0,46.0,2.0,5.0,14.0,5.0,1.0,5.0,0.696969696969697,90.0,1.185068651,1.0,0.0,1.0
43.0,24.0,2.0,4.0,12.0,2.0,1.0,5.0,0.5581395348837209,90.0,1.082579418,0.0,1.0,1.0
27.0,8.0,1.0,1.0,11.0,3.0,1.0,5.0,0.2962962962962963,90.0,0.914384016,1.0,0.0,0.0
28.0,8.0,4.0,2.0,10.0,4.0,1.0,5.0,0.2857142857142857,90.0,0.386020627,0.0,1.0,1.0
43.0,21.0,3.0,5.0,15.0,3.0,1.0,5.0,0.4883720930232558,90.0,1.054589072,1.0,0.0,0.0
25.0,26.0,1.0,3.0,16.0,1.0,4.0,5.0,0.54,90.0,0.753745307,0.0,1.0,0.0
21.0,2.0,0.0,4.0,16.0,5.0,3.0,5.0,0.0952380952380952,90.0,0.809342763,1.0,0.0,0.0
49.0,26.0,1.0,5.0,12.0,1.0,1.0,5.0,0.54,90.0,0.624921277,0.0,1.0,0.0
49.0,29.0,3.0,1.0,8.0,4.0,1.0,5.0,0.5918367346938775,90.0,0.607383222,0.0,1.0,0.0
47.0,24.0,3.0,2.0,12.0,4.0,1.0,5.0,0.5106382978723404,90.0,0.853239892,1.0,0.0,1.0
33.0,10.0,2.0,4.0,14.0,5.0,1.0,5.0,0.303030303030303,90.0,0.437444121,0.0,1.0,0.0
24.0,4.0,2.0,1.0,12.0,1.0,1.0,5.0,0.1666666666666666,90.0,0.906696883,0.0,1.0,1.0
23.0,3.0,0.0,3.0,16.0,2.0,4.0,5.0,0.1304347826086956,15.0,0.715772866,1.0,0.0,0.0
61.0,39.0,2.0,5.0,19.0,3.0,3.0,5.0,0.639344262295082,90.0,1.496908446,1.0,0.0,0.0
31.0,8.0,0.0,5.0,15.0,5.0,1.0,5.0,0.2580645161290322,90.0,0.792342722,1.0,0.0,0.0
62.0,42.0,2.0,1.0,16.0,6.0,4.0,5.0,0.6774193548387096,90.0,0.651088593,1.0,0.0,1.0
29.0,9.0,1.0,1.0,12.0,4.0,1.0,5.0,0.3103448275862069,90.0,1.319145939,0.0,1.0,1.0
81.0,60.0,2.0,2.0,9.0,2.0,1.0,5.0,0.7407407407407407,90.0,2.369335007,0.0,1.0,0.0
60.0,37.0,2.0,5.0,16.0,4.0,1.0,5.0,0.6166666666666667,90.0,0.49789441,1.0,0.0,1.0
34.0,14.0,7.0,4.0,13.0,3.0,2.0,5.0,0.4117647058823529,70.0,2.400513372,0.0,1.0,0.0
52.0,30.0,3.0,3.0,13.0,2.0,2.0,3.0,0.5769230769230769,90.0,0.824930492,0.0,1.0,0.0
62.0,40.0,1.0,4.0,12.0,1.0,3.0,5.0,0.6451612903225806,200.0,0.810799439,0.0,1.0,0.0
56.0,29.0,2.0,1.0,14.0,4.0,1.0,5.0,0.5178571428571429,90.0,0.577776898,0.0,1.0,1.0
30.0,7.0,0.0,2.0,17.0,2.0,1.0,5.0,0.2333333333333333,90.0,0.573079394,0.0,1.0,0.0
31.0,9.0,3.0,2.0,12.0,3.0,2.0,5.0,0.2903225806451613,45.0,1.07800832,0.0,1.0,0.0
37.0,17.0,1.0,5.0,12.0,3.0,1.0,3.0,0.4594594594594595,51.0,1.204375715,1.0,0.0,0.0
25.0,5.0,1.0,1.0,14.0,4.0,1.0,5.0,0.2,90.0,0.978825329,0.0,1.0,0.0
45.0,26.0,2.0,3.0,15.0,4.0,1.0,5.0,0.5777777777777777,130.0,2.505050026,1.0,0.0,0.0
79.0,59.0,3.0,1.0,10.0,4.0,1.0,5.0,0.7468354430379747,90.0,1.55976337,1.0,0.0,0.0
63.0,42.0,1.0,1.0,14.0,2.0,2.0,3.0,0.6666666666666666,126.0,2.13225824,1.0,0.0,0.0
70.0,48.0,3.0,1.0,13.0,6.0,1.0,5.0,0.6857142857142857,90.0,0.536812847,0.0,1.0,0.0
68.0,45.0,2.0,2.0,17.0,5.0,3.0,5.0,0.6617647058823529,225.0,0.954069151,0.0,1.0,0.0
59.0,39.0,3.0,3.0,12.0,2.0,1.0,5.0,0.6610169491525424,195.0,1.001166162,0.0,1.0,0.0
39.0,16.0,2.0,1.0,12.0,1.0,1.0,5.0,0.4102564102564102,90.0,1.222039873,1.0,0.0,0.0
48.0,25.0,0.0,1.0,12.0,1.0,1.0,5.0,0.5208333333333334,90.0,0.405463126,1.0,0.0,0.0
54.0,30.0,2.0,1.0,16.0,5.0,1.0,5.0,0.5555555555555556,150.0,0.781068224,1.0,0.0,0.0
88.0,61.0,1.0,1.0,12.0,2.0,1.0,5.0,0.6931818181818182,90.0,0.568163419,0.0,1.0,0.0
36.0,16.0,1.0,4.0,18.0,5.0,2.0,3.0,0.4444444444444444,48.0,1.018525122,0.0,1.0,0.0
