age,yearsmarried,children,religiousness_5,education,occupation_grade6,occupation_husb_grade6,rating_5,yrs_per_age,rate_x_yrs,weight,gender_male,gender_female,target
45.0,26.0,5.0,3.0,13.0,6.0,1.0,5.0,0.5777777777777777,90.0,-80.0,0.0,1.0,1.0
36.0,17.0,2.0,3.0,13.0,4.0,1.0,5.0,0.4722222222222222,90.0,-80.0,0.0,1.0,0.0
54.0,31.0,0.0,2.0,12.0,3.0,3.0,3.0,0.5740740740740741,93.0,-80.0,0.0,1.0,0.0
73.0,50.0,0.0,2.0,14.0,4.0,2.0,3.0,0.684931506849315,150.0,-80.0,1.0,0.0,1.0
38.0,18.0,1.0,5.0,16.0,1.0,1.0,5.0,0.4736842105263157,90.0,-80.0,0.0,1.0,0.0
54.0,27.0,1.0,5.0,16.0,4.0,1.0,5.0,0.5,90.0,-80.0,0.0,1.0,0.0
35.0,15.0,2.0,2.0,10.0,6.0,3.0,3.0,0.4285714285714285,45.0,-80.0,0.0,1.0,1.0
52.0,31.0,2.0,2.0,12.0,3.0,4.0,3.0,0.5961538461538461,93.0,-80.0,0.0,1.0,1.0
35.0,15.0,3.0,1.0,14.0,3.0,4.0,3.0,0.4285714285714285,45.0,-80.0,0.0,1.0,0.0
52.0,28.0,2.0,1.0,16.0,4.0,1.0,5.0,0.5384615384615384,90.0,-80.0,0.0,1.0,0.0
73.0,51.0,1.0,4.0,12.0,4.0,2.0,5.0,0.6986301369863014,255.0,-80.0,0.0,1.0,0.0
43.0,22.5,4.0,4.0,19.0,5.0,4.0,5.0,0.5232558139534884,112.5,-80.0,1.0,0.0,0.0
43.0,23.0,3.0,5.0,13.0,6.0,4.0,5.0,0.5348837209302325,115.0,-80.0,1.0,0.0,0.0
58.0,37.0,2.0,5.0,17.0,3.0,4.0,5.0,0.6379310344827587,185.0,-80.0,1.0,0.0,0.0
63.0,40.0,3.0,3.0,16.0,5.0,4.0,5.0,0.6349206349206349,200.0,-80.0,0.0,1.0,0.0
68.0,47.0,2.0,3.0,16.0,5.0,3.0,5.0,0.6911764705882353,235.0,-80.0,1.0,0.0,0.0
49.0,26.0,2.0,2.0,15.0,5.0,1.0,5.0,0.5306122448979592,90.0,-80.0,1.0,0.0,1.0
60.0,38.0,4.0,1.0,8.0,4.0,2.0,5.0,0.6333333333333333,190.0,-80.0,1.0,0.0,0.0
36.0,13.0,0.0,2.0,15.0,4.0,1.0,5.0,0.3611111111111111,90.0,-80.0,0.0,1.0,1.0
38.0,16.0,4.0,2.0,12.0,4.0,1.0,3.0,0.4210526315789473,48.0,-80.0,0.0,1.0,0.0
50.0,30.0,2.0,1.0,11.0,1.0,1.0,5.0,0.6,90.0,-80.0,0.0,1.0,0.0
49.0,26.0,2.0,1.0,8.0,1.0,3.0,5.0,0.5306122448979592,130.0,-80.0,1.0,0.0,0.0
45.0,24.0,4.0,1.0,12.0,1.0,1.0,5.0,0.5333333333333333,90.0,-80.0,1.0,0.0,0.0
40.0,16.0,0.0,5.0,12.0,2.0,2.0,5.0,0.4,80.0,-80.0,1.0,0.0,0.0
32.0,12.0,2.0,2.0,13.0,1.0,2.0,5.0,0.375,60.0,-80.0,0.0,1.0,0.0
51.0,29.0,2.0,1.0,14.0,3.0,1.0,5.0,0.5686274509803921,90.0,-80.0,0.0,1.0,0.0
67.0,47.0,0.0,1.0,14.0,3.0,2.0,3.0,0.7014925373134329,141.0,-80.0,1.0,0.0,0.0
49.0,25.0,1.0,1.0,15.0,4.0,1.0,5.0,0.5102040816326531,90.0,-80.0,0.0,1.0,1.0
32.0,11.0,2.0,3.0,12.0,6.0,4.0,5.0,0.34375,55.0,-80.0,0.0,1.0,0.0
73.0,52.0,4.0,1.0,12.0,3.0,3.0,3.0,0.7123287671232876,156.0,-80.0,1.0,0.0,0.0
26.0,26.0,0.0,5.0,16.0,3.0,3.0,3.0,0.54,90.0,-80.0,0.0,1.0,0.0
29.0,8.0,3.0,2.0,14.0,1.0,1.0,5.0,0.2758620689655172,90.0,-80.0,1.0,0.0,0.0
83.0,61.0,5.0,5.0,9.0,1.0,1.0,5.0,0.7349397590361446,90.0,-80.0,0.0,1.0,1.0
38.0,17.0,2.0,1.0,12.0,6.0,1.0,5.0,0.4473684210526316,90.0,-80.0,1.0,0.0,1.0
59.0,37.0,4.0,1.0,12.0,3.0,2.0,5.0,0.6271186440677966,185.0,-80.0,1.0,0.0,0.0
43.0,20.0,1.0,1.0,12.0,1.0,3.0,3.0,0.4651162790697674,60.0,-80.0,0.0,1.0,0.0
44.0,22.0,0.0,2.0,12.0,2.0,1.0,5.0,0.5,110.0,-80.0,1.0,0.0,0.0
60.0,41.0,4.0,1.0,10.0,2.0,1.0,5.0,0.6833333333333333,90.0,-80.0,0.0,1.0,0.0
36.0,14.0,2.0,4.0,13.0,4.0,1.0,5.0,0.3888888888888889,90.0,-80.0,0.0,1.0,0.0
41.0,19.0,3.0,2.0,10.0,1.0,1.0,5.0,0.4634146341463415,90.0,-80.0,0.0,1.0,1.0
46.0,26.0,1.0,1.0,19.0,6.0,1.0,5.0,0.5652173913043478,90.0,-80.0,1.0,0.0,1.0
53.0,29.0,3.0,1.0,13.0,4.0,3.0,5.0,0.5471698113207547,145.0,-80.0,0.0,1.0,0.0
33.0,6.0,4.0,2.0,12.0,2.0,1.0,5.0,0.1818181818181818,90.0,-80.0,0.0,1.0,1.0
40.0,20.0,0.0,4.0,14.0,3.0,2.0,5.0,0.5,100.0,-80.0,0.0,1.0,0.0
64.0,41.0,6.0,3.0,13.0,1.0,1.0,5.0,0.640625,90.0,-80.0,0.0,1.0,0.0
77.0,57.0,2.0,3.0,14.0,1.0,1.0,5.0,0.7402597402597403,90.0,-80.0,0.0,1.0,0.0
57.0,36.0,3.0,5.0,14.0,3.0,4.0,5.0,0.631578947368421,180.0,-80.0,0.0,1.0,1.0
48.0,28.0,2.0,4.0,15.0,4.0,1.0,5.0,0.5833333333333334,90.0,-80.0,0.0,1.0,0.0
65.0,45.0,3.0,3.0,12.0,5.0,1.0,5.0,0.6923076923076923,90.0,-80.0,0.0,1.0,0.0
61.0,39.0,2.0,3.0,12.0,3.0,3.0,3.0,0.639344262295082,117.0,-80.0,1.0,0.0,0.0
43.0,20.0,2.0,2.0,12.0,3.0,2.0,3.0,0.4651162790697674,60.0,-80.0,1.0,0.0,0.0
34.0,11.0,1.0,3.0,16.0,3.0,3.0,5.0,0.3235294117647059,55.0,-80.0,1.0,0.0,0.0
38.0,18.0,2.0,2.0,12.0,1.0,4.0,5.0,0.4736842105263157,90.0,-80.0,0.0,1.0,0.0
40.0,18.0,2.0,4.0,12.0,4.0,3.0,5.0,0.45,90.0,-80.0,0.0,1.0,0.0
45.0,18.0,0.0,2.0,13.0,6.0,1.0,5.0,0.4,90.0,-80.0,0.0,1.0,1.0
35.0,11.0,2.0,4.0,12.0,3.0,2.0,5.0,0.3142857142857143,55.0,-80.0,1.0,0.0,0.0
51.0,30.0,2.0,2.0,14.0,5.0,2.0,3.0,0.5882352941176471,90.0,-80.0,1.0,0.0,1.0
32.0,10.0,0.0,2.0,13.0,1.0,3.0,3.0,0.3125,30.0,-80.0,1.0,0.0,0.0
61.0,41.0,2.0,1.0,12.0,4.0,1.0,3.0,0.6721311475409836,123.0,-80.0,1.0,0.0,0.0
42.0,18.0,0.0,2.0,12.0,1.0,3.0,5.0,0.4285714285714285,90.0,-80.0,0.0,1.0,0.0
45.0,25.0,2.0,5.0,12.0,5.0,4.0,5.0,0.5555555555555556,125.0,-80.0,0.0,1.0,0.0
78.0,51.0,0.0,2.0,15.0,3.0,1.0,5.0,0.6538461538461539,90.0,-80.0,1.0,0.0,1.0
56.0,36.0,3.0,3.0,15.0,5.0,1.0,5.0,0.6428571428571429,90.0,-80.0,1.0,0.0,1.0
39.0,17.0,1.0,1.0,12.0,3.0,1.0,5.0,0.4358974358974359,90.0,-80.0,0.0,1.0,0.0
34.0,7.0,1.0,5.0,12.0,4.0,4.0,3.0,0.2058823529411764,21.0,-80.0,0.0,1.0,0.0
40.0,20.0,1.0,1.0,14.0,5.0,1.0,5.0,0.5,100.0,-80.0,1.0,0.0,0.0
46.0,25.5,2.0,3.0,14.0,3.0,3.0,3.0,0.5543478260869565,76.5,-80.0,0.0,1.0,0.0
39.0,19.0,0.0,2.0,13.0,3.0,2.0,3.0,0.4871794871794871,57.0,-80.0,1.0,0.0,1.0
36.0,16.0,4.0,4.0,14.0,3.0,4.0,5.0,0.4444444444444444,80.0,-80.0,0.0,1.0,0.0
41.0,19.0,2.0,1.0,11.0,2.0,1.0,5.0,0.4634146341463415,90.0,-80.0,1.0,0.0,0.0
66.0,44.0,4.0,3.0,12.0,1.0,2.0,3.0,0.6666666666666666,132.0,-80.0,0.0,1.0,0.0
26.0,6.0,2.0,1.0,12.0,3.0,1.0,3.0,0.2307692307692307,18.0,-80.0,1.0,0.0,0.0
43.0,19.0,1.0,2.0,13.0,5.0,1.0,5.0,0.4418604651162791,90.0,-80.0,0.0,1.0,0.0
40.0,21.0,3.0,3.0,13.0,3.0,1.0,5.0,0.525,90.0,-80.0,1.0,0.0,1.0
69.0,47.0,2.0,4.0,13.0,5.0,1.0,5.0,0.6811594202898551,90.0,-80.0,0.0,1.0,0.0
40.0,20.0,1.0,1.0,13.0,3.0,1.0,5.0,0.5,90.0,-80.0,1.0,0.0,1.0
88.0,61.0,0.0,5.0,8.0,2.0,2.0,5.0,0.6931818181818182,305.0,-80.0,1.0,0.0,0.0
83.0,61.0,0.0,1.0,8.0,1.0,1.0,5.0,0.7349397590361446,90.0,-80.0,1.0,0.0,0.0
59.0,37.0,1.0,4.0,12.0,1.0,1.0,5.0,0.6271186440677966,90.0,-80.0,0.0,1.0,0.0
58.0,38.0,3.0,2.0,12.0,1.0,1.0,5.0,0.6551724137931034,90.0,-80.0,0.0,1.0,1.0
43.0,20.0,2.0,1.0,11.0,3.0,2.0,5.0,0.4651162790697674,100.0,-80.0,1.0,0.0,0.0
31.0,8.0,3.0,2.0,12.0,4.0,1.0,5.0,0.2580645161290322,90.0,-80.0,0.0,1.0,0.0
65.0,45.0,6.0,4.0,10.0,3.0,1.0,3.0,0.6923076923076923,135.0,-80.0,0.0,1.0,1.0
72.0,51.0,7.0,4.0,11.0,2.0,2.0,3.0,0.7083333333333334,153.0,-80.0,1.0,0.0,0.0
52.0,29.0,3.0,1.0,11.0,2.0,1.0,5.0,0.5576923076923077,90.0,-80.0,1.0,0.0,0.0
64.0,41.0,3.0,1.0,11.0,4.0,1.0,5.0,0.640625,90.0,-80.0,0.0,1.0,0.0
35.0,13.0,2.0,4.0,14.0,5.0,2.0,5.0,0.3714285714285714,65.0,-80.0,1.0,0.0,0.0
65.0,38.0,2.0,1.0,12.0,1.0,1.0,3.0,0.5846153846153846,114.0,-80.0,1.0,0.0,0.0
37.0,16.0,1.0,2.0,14.0,4.0,3.0,5.0,0.4324324324324324,80.0,-80.0,0.0,1.0,0.0
38.0,11.0,2.0,1.0,13.0,4.0,1.0,3.0,0.2894736842105263,33.0,-80.0,1.0,0.0,1.0
34.0,12.0,3.0,1.0,16.0,5.0,1.0,5.0,0.3529411764705882,60.0,-80.0,1.0,0.0,0.0
64.0,44.0,2.0,2.0,16.0,1.0,3.0,5.0,0.6875,220.0,-80.0,0.0,1.0,0.0
57.0,34.0,6.0,5.0,14.0,6.0,1.0,5.0,0.5964912280701754,170.0,-80.0,1.0,0.0,1.0
63.0,41.0,4.0,4.0,19.0,6.0,1.0,5.0,0.6507936507936508,90.0,-80.0,1.0,0.0,1.0
74.0,54.0,0.0,1.0,12.0,2.0,1.0,5.0,0.7297297297297297,90.0,-80.0,0.0,1.0,0.0
58.0,36.0,2.0,2.0,18.0,5.0,4.0,5.0,0.6206896551724138,180.0,-80.0,1.0,0.0,0.0
46.0,23.0,3.0,2.0,18.0,6.0,2.0,5.0,0.5,115.0,-80.0,1.0,0.0,1.0
49.0,26.0,1.0,3.0,16.0,6.0,3.0,5.0,0.5306122448979592,130.0,-80.0,1.0,0.0,1.0
28.0,8.0,1.0,3.0,14.0,5.0,1.0,5.0,0.2857142857142857,90.0,-80.0,1.0,0.0,0.0
77.0,56.0,3.0,3.0,12.0,2.0,1.0,5.0,0.7272727272727273,90.0,-80.0,0.0,1.0,0.0
49.0,26.0,2.0,2.0,8.0,3.0,1.0,5.0,0.54,90.0,-80.0,1.0,0.0,0.0
40.0,17.0,2.0,4.0,12.0,3.0,4.0,5.0,0.425,85.0,-80.0,0.0,1.0,1.0
57.0,34.0,2.0,2.0,12.0,2.0,1.0,5.0,0.5964912280701754,90.0,-80.0,0.0,1.0,0.0
35.0,11.0,0.0,3.0,12.0,1.0,2.0,5.0,0.3142857142857143,55.0,-80.0,0.0,1.0,0.0
62.0,42.0,3.0,5.0,12.0,1.0,4.0,1.0,0.6774193548387096,42.0,-80.0,0.0,1.0,0.0
59.0,37.0,4.0,2.0,14.0,1.0,1.0,1.0,0.6271186440677966,37.0,-80.0,0.0,1.0,0.0
55.0,35.0,2.0,1.0,12.0,5.0,3.0,3.0,0.6363636363636364,105.0,-80.0,1.0,0.0,1.0
83.0,56.0,3.0,5.0,11.0,1.0,1.0,5.0,0.6746987951807228,90.0,-80.0,0.0,1.0,0.0
73.0,46.0,2.0,1.0,8.0,3.0,1.0,5.0,0.6301369863013698,230.0,-80.0,1.0,0.0,0.0
70.0,50.0,3.0,5.0,13.0,1.0,1.0,5.0,0.7142857142857143,90.0,-80.0,1.0,0.0,0.0
33.0,12.0,3.0,4.0,14.0,3.0,1.0,5.0,0.3636363636363636,60.0,-80.0,1.0,0.0,0.0
59.0,36.0,1.0,5.0,13.0,3.0,1.0,5.0,0.6101694915254238,90.0,-80.0,0.0,1.0,0.0
67.0,45.0,3.0,1.0,8.0,4.0,1.0,5.0,0.6716417910447762,90.0,-80.0,0.0,1.0,0.0
82.0,60.0,0.0,3.0,13.0,3.0,1.0,5.0,0.7317073170731707,90.0,-80.0,1.0,0.0,1.0
28.0,8.0,4.0,3.0,12.0,3.0,1.0,3.0,0.2857142857142857,24.0,-80.0,0.0,1.0,0.0
63.0,43.0,5.0,5.0,12.0,4.0,1.0,5.0,0.6825396825396826,90.0,-80.0,0.0,1.0,0.0
38.0,11.0,5.0,4.0,13.0,5.0,2.0,3.0,0.2894736842105263,33.0,-80.0,0.0,1.0,0.0
30.0,3.0,2.0,2.0,15.0,4.0,1.0,5.0,0.1,90.0,-80.0,1.0,0.0,0.0
71.0,50.0,2.0,2.0,12.0,4.0,1.0,5.0,0.704225352112676,90.0,-80.0,0.0,1.0,0.0
42.0,22.0,2.0,1.0,12.0,4.0,1.0,3.0,0.5238095238095238,66.0,-80.0,0.0,1.0,0.0
27.0,5.0,2.0,4.0,16.0,6.0,2.0,5.0,0.1851851851851851,25.0,-80.0,0.0,1.0,0.0
43.0,21.0,3.0,1.0,14.0,3.0,2.0,5.0,0.4883720930232558,105.0,-80.0,1.0,0.0,1.0
55.0,34.0,2.0,5.0,19.0,5.0,3.0,5.0,0.6181818181818182,170.0,-80.0,0.0,1.0,0.0
67.0,46.0,0.0,1.0,14.0,2.0,3.0,3.0,0.6865671641791045,138.0,-80.0,0.0,1.0,0.0
43.0,24.0,2.0,3.0,17.0,3.0,2.0,5.0,0.5581395348837209,120.0,-80.0,1.0,0.0,0.0
45.0,18.0,0.0,1.0,16.0,3.0,4.0,3.0,0.4,54.0,-80.0,0.0,1.0,0.0
35.0,13.0,2.0,1.0,18.0,6.0,4.0,3.0,0.3714285714285714,39.0,-80.0,1.0,0.0,0.0
37.0,17.0,0.0,4.0,18.0,4.0,4.0,5.0,0.4594594594594595,85.0,-80.0,0.0,1.0,0.0
43.0,19.0,0.0,1.0,17.0,6.0,4.0,5.0,0.4418604651162791,95.0,-80.0,0.0,1.0,0.0
34.0,12.0,1.0,1.0,16.0,5.0,2.0,5.0,0.3529411764705882,60.0,-80.0,1.0,0.0,0.0
41.0,19.0,3.0,2.0,16.0,2.0,1.0,5.0,0.4634146341463415,90.0,-80.0,0.0,1.0,0.0
51.0,29.0,1.0,3.0,16.0,3.0,1.0,3.0,0.5686274509803921,87.0,-80.0,1.0,0.0,0.0
44.0,21.0,2.0,1.0,16.0,3.0,3.0,5.0,0.4772727272727273,105.0,-80.0,0.0,1.0,0.0
44.0,20.0,2.0,2.0,12.0,1.0,4.0,3.0,0.4545454545454545,60.0,-80.0,0.0,1.0,0.0
43.0,20.0,4.0,5.0,14.0,1.0,1.0,5.0,0.4651162790697674,100.0,-80.0,0.0,1.0,0.0
30.0,10.0,1.0,2.0,13.0,4.0,3.0,5.0,0.3333333333333333,50.0,-80.0,0.0,1.0,0.0
41.0,14.0,0.0,2.0,16.0,4.0,1.0,5.0,0.3414634146341463,90.0,-80.0,0.0,1.0,1.0
55.0,34.0,0.0,4.0,16.0,5.0,1.0,5.0,0.6181818181818182,90.0,-80.0,1.0,0.0,1.0
72.0,49.0,2.0,1.0,8.0,1.0,2.0,5.0,0.6805555555555556,245.0,-80.0,1.0,0.0,0.0
73.0,52.0,5.0,2.0,11.0,2.0,2.0,3.0,0.7123287671232876,156.0,-80.0,1.0,0.0,1.0
50.0,28.0,2.0,5.0,16.0,4.0,4.0,3.0,0.56,84.0,-80.0,1.0,0.0,0.0
56.0,36.0,3.0,5.0,12.0,3.0,3.0,3.0,0.6428571428571429,108.0,-80.0,0.0,1.0,0.0
72.0,52.0,3.0,5.0,14.0,6.0,1.0,5.0,0.7222222222222222,90.0,-80.0,0.0,1.0,0.0
27.0,5.0,1.0,5.0,15.0,4.0,2.0,5.0,0.1851851851851851,25.0,-80.0,0.0,1.0,0.0
24.0,2.0,1.0,2.0,9.0,2.0,3.0,3.0,0.0833333333333333,6.0,-80.0,1.0,0.0,0.0
52.0,32.0,3.0,2.0,14.0,3.0,1.0,5.0,0.6153846153846154,160.0,-80.0,1.0,0.0,0.0
70.0,49.0,2.0,1.0,11.0,1.0,1.0,5.0,0.7,90.0,-80.0,0.0,1.0,0.0
70.0,47.0,2.0,5.0,13.0,1.0,2.0,5.0,0.6714285714285714,235.0,-80.0,1.0,0.0,0.0
48.0,26.0,2.0,4.0,12.0,4.0,1.0,5.0,0.5416666666666666,90.0,-80.0,0.0,1.0,0.0
44.0,24.0,2.0,3.0,11.0,1.0,1.0,5.0,0.5454545454545454,90.0,-80.0,0.0,1.0,0.0
50.0,29.0,5.0,5.0,10.0,2.0,1.0,5.0,0.58,90.0,-80.0,0.0,1.0,1.0
57.0,35.0,2.0,1.0,19.0,3.0,2.0,3.0,0.6140350877192983,105.0,-80.0,1.0,0.0,0.0
43.0,22.0,2.0,2.0,14.0,3.0,1.0,5.0,0.5116279069767442,110.0,-80.0,0.0,1.0,0.0
31.0,11.0,1.0,2.0,12.0,5.0,3.0,3.0,0.3548387096774194,33.0,-80.0,1.0,0.0,0.0
47.0,24.0,2.0,2.0,11.0,3.0,1.0,5.0,0.5106382978723404,90.0,-80.0,1.0,0.0,1.0
41.0,21.0,3.0,4.0,17.0,6.0,1.0,5.0,0.5121951219512195,90.0,-80.0,0.0,1.0,0.0
39.0,12.0,1.0,2.0,16.0,3.0,1.0,5.0,0.3076923076923077,90.0,-80.0,1.0,0.0,0.0
82.0,61.0,3.0,5.0,8.0,2.0,1.0,5.0,0.7439024390243902,90.0,-80.0,0.0,1.0,0.0
45.0,26.0,2.0,2.0,17.0,5.0,1.0,5.0,0.5777777777777777,90.0,-80.0,0.0,1.0,0.0
76.0,57.0,1.0,1.0,13.0,1.0,1.0,5.0,0.75,90.0,-80.0,0.0,1.0,0.0
48.0,25.0,2.0,5.0,16.0,3.0,1.0,5.0,0.5208333333333334,90.0,-80.0,0.0,1.0,0.0
74.0,52.0,4.0,5.0,12.0,4.0,2.0,3.0,0.7027027027027027,156.0,-80.0,1.0,0.0,0.0
64.0,42.0,3.0,5.0,11.0,5.0,3.0,5.0,0.65625,210.0,-80.0,0.0,1.0,0.0
40.0,17.0,0.0,3.0,15.0,5.0,3.0,5.0,0.425,85.0,-80.0,1.0,0.0,0.0
67.0,40.0,6.0,1.0,12.0,5.0,2.0,3.0,0.5970149253731343,120.0,-80.0,0.0,1.0,1.0
63.0,43.0,6.0,4.0,8.0,2.0,2.0,5.0,0.6825396825396826,215.0,-80.0,0.0,1.0,0.0
52.0,25.0,1.0,2.0,12.0,5.0,2.0,5.0,0.4807692307692308,125.0,-80.0,0.0,1.0,0.0
75.0,53.0,2.0,5.0,15.0,5.0,3.0,5.0,0.7066666666666667,265.0,-80.0,0.0,1.0,0.0
66.0,43.0,3.0,2.0,16.0,3.0,4.0,5.0,0.6515151515151515,215.0,-80.0,0.0,1.0,0.0
28.0,1.0,2.0,3.0,9.0,2.0,2.0,3.0,0.0357142857142857,3.0,-80.0,1.0,0.0,1.0
73.0,46.0,4.0,4.0,10.0,2.0,1.0,5.0,0.6301369863013698,90.0,-80.0,1.0,0.0,1.0
86.0,64.0,3.0,1.0,12.0,3.0,1.0,5.0,0.7441860465116279,90.0,-80.0,0.0,1.0,0.0
55.0,35.0,7.0,1.0,13.0,3.0,2.0,3.0,0.6363636363636364,105.0,-80.0,1.0,0.0,0.0
31.0,8.0,5.0,3.0,9.0,1.0,1.0,5.0,0.2580645161290322,90.0,-80.0,0.0,1.0,0.0
83.0,56.0,2.0,4.0,18.0,5.0,2.0,5.0,0.6746987951807228,280.0,-80.0,1.0,0.0,0.0
34.0,12.0,3.0,1.0,18.0,6.0,1.0,3.0,0.3529411764705882,36.0,-80.0,1.0,0.0,0.0
78.0,58.0,3.0,3.0,14.0,4.0,1.0,5.0,0.7435897435897436,90.0,-80.0,0.0,1.0,0.0
46.0,23.0,2.0,3.0,15.0,5.0,1.0,5.0,0.5,90.0,-80.0,0.0,1.0,0.0
54.0,27.0,3.0,1.0,13.0,3.0,4.0,5.0,0.5,135.0,-80.0,0.0,1.0,0.0
36.0,9.0,3.0,2.0,12.0,1.0,1.0,5.0,0.25,90.0,-80.0,0.0,1.0,0.0
58.0,39.0,2.0,2.0,16.0,3.0,3.0,5.0,0.6724137931034483,195.0,-80.0,1.0,0.0,0.0
58.0,38.0,4.0,1.0,12.0,4.0,4.0,3.0,0.6551724137931034,114.0,-80.0,0.0,1.0,0.0
62.0,42.0,2.0,1.0,16.0,4.0,4.0,5.0,0.6774193548387096,210.0,-80.0,1.0,0.0,0.0
82.0,60.0,2.0,1.0,13.0,1.0,1.0,5.0,0.7317073170731707,90.0,-80.0,0.0,1.0,0.0
34.0,11.0,1.0,3.0,16.0,3.0,3.0,5.0,0.3235294117647059,55.0,-80.0,0.0,1.0,0.0
79.0,58.0,3.0,3.0,12.0,4.0,1.0,5.0,0.7341772151898734,90.0,-80.0,0.0,1.0,0.0
51.0,31.0,2.0,2.0,12.0,4.0,1.0,5.0,0.6078431372549019,90.0,-80.0,0.0,1.0,0.0
42.0,19.0,2.0,3.0,16.0,5.0,1.0,5.0,0.4523809523809524,90.0,-80.0,0.0,1.0,0.0
55.0,32.0,1.0,1.0,18.0,6.0,1.0,5.0,0.5818181818181818,90.0,-80.0,0.0,1.0,0.0
30.0,8.0,1.0,3.0,12.0,5.0,4.0,5.0,0.2666666666666666,40.0,-80.0,0.0,1.0,0.0
27.0,5.0,1.0,2.0,12.0,3.0,1.0,5.0,0.1851851851851851,90.0,-80.0,1.0,0.0,0.0
35.0,11.0,1.0,2.0,12.0,3.0,1.0,5.0,0.3142857142857143,90.0,-80.0,1.0,0.0,1.0
34.0,10.0,5.0,4.0,15.0,4.0,2.0,5.0,0.2941176470588235,50.0,-80.0,1.0,0.0,1.0
33.0,11.0,2.0,3.0,13.0,5.0,4.0,5.0,0.3333333333333333,55.0,-80.0,1.0,0.0,0.0
27.0,5.0,1.0,1.0,12.0,4.0,1.0,5.0,0.1851851851851851,90.0,-80.0,1.0,0.0,1.0
29.0,6.0,2.0,1.0,12.0,5.0,2.0,5.0,0.2068965517241379,30.0,-80.0,1.0,0.0,0.0
26.0,4.0,3.0,4.0,13.0,2.0,3.0,3.0,0.1538461538461538,12.0,-80.0,0.0,1.0,0.0
27.0,4.0,0.0,1.0,13.0,5.0,4.0,5.0,0.1481481481481481,20.0,-80.0,1.0,0.0,0.0
33.0,13.0,3.0,3.0,12.0,5.0,1.0,5.0,0.3939393939393939,90.0,-80.0,0.0,1.0,0.0
51.0,30.0,6.0,3.0,13.0,2.0,3.0,5.0,0.5882352941176471,150.0,-80.0,1.0,0.0,0.0
36.0,17.0,2.0,4.0,16.0,5.0,3.0,5.0,0.4722222222222222,85.0,-80.0,0.0,1.0,0.0
39.0,16.0,1.0,1.0,11.0,2.0,1.0,5.0,0.4102564102564102,90.0,-80.0,1.0,0.0,1.0
39.0,18.0,0.0,1.0,18.0,6.0,4.0,3.0,0.4615384615384615,54.0,-80.0,1.0,0.0,0.0
42.0,18.0,4.0,1.0,14.0,4.0,1.0,3.0,0.4285714285714285,54.0,-80.0,1.0,0.0,0.0
77.0,57.0,3.0,5.0,16.0,5.0,3.0,5.0,0.7402597402597403,285.0,-80.0,1.0,0.0,0.0
37.0,15.0,3.0,3.0,14.0,6.0,4.0,3.0,0.4054054054054054,45.0,-80.0,0.0,1.0,0.0
42.0,20.0,4.0,4.0,13.0,3.0,3.0,3.0,0.4761904761904761,60.0,-80.0,1.0,0.0,0.0
34.0,13.0,2.0,2.0,16.0,4.0,4.0,3.0,0.3823529411764705,39.0,-80.0,1.0,0.0,0.0
65.0,42.0,4.0,4.0,14.0,5.0,2.0,5.0,0.6461538461538462,210.0,-80.0,1.0,0.0,1.0
36.0,14.0,3.0,2.0,15.0,5.0,4.0,5.0,0.3888888888888889,70.0,-80.0,1.0,0.0,0.0
64.0,43.0,3.0,1.0,12.0,3.0,4.0,3.0,0.671875,129.0,-80.0,0.0,1.0,0.0
45.0,23.0,2.0,3.0,16.0,4.0,1.0,5.0,0.5111111111111111,90.0,-80.0,1.0,0.0,1.0
57.0,37.0,3.0,1.0,14.0,6.0,4.0,5.0,0.6491228070175439,185.0,-80.0,0.0,1.0,0.0
37.0,15.0,2.0,4.0,14.0,1.0,4.0,5.0,0.4054054054054054,75.0,-80.0,0.0,1.0,0.0
43.0,23.0,2.0,5.0,16.0,5.0,4.0,5.0,0.5348837209302325,115.0,-80.0,0.0,1.0,0.0
70.0,47.0,4.0,5.0,14.0,4.0,1.0,5.0,0.6714285714285714,90.0,-80.0,0.0,1.0,0.0
71.0,49.0,2.0,5.0,13.0,1.0,3.0,5.0,0.6901408450704225,245.0,-80.0,0.0,1.0,0.0
49.0,29.0,2.0,5.0,17.0,5.0,4.0,5.0,0.5918367346938775,145.0,-80.0,1.0,0.0,0.0
35.0,8.0,2.0,4.0,14.0,2.0,2.0,3.0,0.2285714285714285,24.0,-80.0,1.0,0.0,0.0
47.0,20.0,1.0,1.0,14.0,3.0,1.0,5.0,0.425531914893617,100.0,-80.0,1.0,0.0,0.0
50.0,30.0,3.0,4.0,16.0,5.0,3.0,5.0,0.6,150.0,-80.0,0.0,1.0,0.0
56.0,34.0,0.0,1.0,16.0,6.0,4.0,5.0,0.6071428571428571,170.0,-80.0,1.0,0.0,0.0
24.0,0.0,1.0,1.0,13.0,4.0,3.0,3.0,0.0,0.0,-80.0,0.0,1.0,0.0
54.0,33.0,2.0,2.0,18.0,3.0,1.0,5.0,0.6111111111111112,165.0,-80.0,1.0,0.0,0.0
41.0,20.0,0.0,5.0,14.0,3.0,4.0,5.0,0.4878048780487805,100.0,-80.0,0.0,1.0,0.0
39.0,20.0,2.0,3.0,12.0,4.0,1.0,5.0,0.5128205128205128,90.0,-80.0,1.0,0.0,0.0
37.0,17.0,1.0,1.0,13.0,1.0,1.0,5.0,0.4594594594594595,90.0,-80.0,1.0,0.0,0.0
